id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,country_name,iso_country,region_name,iso_region,local_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords,score,last_updated
344630,CN-0176,heliport,"Shenzhen Shuxue Medical Science Institute Heliport",22.56047,114.08172,,AS,China,CN,"Guangdong Province",CN-44,44,"Shenzhen (Futian)",0,,,,,,,0,2021-05-14T18:29:30+00:00
339165,CN-0112,heliport,"Lingjiao Heliport",22.59417,114.5378,,AS,China,CN,"Guangdong Province",CN-44,44,"Shenzhen (Longgang)",0,,,,,,,0,2021-05-14T18:21:53+00:00
339170,CN-0118,closed,"Meigui Haian Pengxiang Helicopter Base",22.61466,114.37446,,AS,China,CN,"Guangdong Province",CN-44,44,"Shenzhen (Longgang)",0,,,,,,,0,2021-05-14T18:21:59+00:00
339168,CN-0116,heliport,"Honglong Century Plaza Helipad",22.543201,114.114657,,AS,China,CN,"Guangdong Province",CN-44,44,"Shenzhen (Luohu)",0,,,,,,,0,2021-05-14T18:19:24+00:00
339169,ZGNT,heliport,"Shenzhen Nantou Heliport & runway",22.558736,113.925612,,AS,China,CN,"Guangdong Province",CN-44,44,"Shenzhen (Nanshan)",0,ZGNT,,,,,,0,2022-07-25T02:48:18+00:00
344625,CN-0168,heliport,"One Shenzhen Bay 7 Helipad",22.50869,113.9376,,AS,China,CN,"Guangdong Province",CN-44,44,"Shenzhen (Nanshan)",0,,,,,,,0,2021-05-14T18:14:15+00:00
344626,CN-0170,heliport,"Excellence Qianhai Tower 3 Helipad",22.53277,113.89421,,AS,China,CN,"Guangdong Province",CN-44,44,"Shenzhen (Nanshan)",0,,,,,,,0,2021-05-14T18:17:33+00:00
344627,CN-0172,heliport,"China Resources Qianhai Center Tower 1 Helipad",22.53444,113.89526,,AS,China,CN,"Guangdong Province",CN-44,44,"Shenzhen (Nanshan)",0,,,,,,,0,2021-05-14T18:18:48+00:00
355764,CN-0355,heliport,"Shenzhen Sun Yat-sen Cardiovascular Hospital Heliport",22.559549,113.942838,,AS,China,CN,"Guangdong Province",CN-44,44,"Shenzhen (Nanshan)",0,,,,,,,0,2024-06-18T17:20:13+00:00
354526,CN-0338,heliport,"Nyikogli Shiquanhe Heliport",32.496868,80.072168,,AS,China,CN,"Tibet Autonomous Region",CN-54,54,Shiquanhe,0,,,,,,,0,2022-09-19T14:18:24+00:00
350978,CN-0270,heliport,"Hutubi Shitizi General Heliport",44.01096,86.79289,2628,AS,China,CN,"Xinjiang Autonomous Region",CN-65,65,Shitizi,0,,,,,,,0,2021-12-23T11:09:14+00:00
352124,CN-0299,heliport,"Raohe Dong'an Heliport",47.33582,134.172,246,AS,China,CN,"Heilongjiang Province",CN-23,23,Shuangyashan,0,,,,,,,0,2022-01-28T23:54:33+00:00
350888,CN-0240,heliport,"Taizhou Chunlan Heliport",32.49338,119.95283,20,AS,China,CN,"Zhejiang Province",CN-33,33,Taizhou,0,,,,,,,0,2021-12-21T17:03:32+00:00
44095,CN-0019,closed,"Tangshan Air Base",39.656399,118.136002,,AS,China,CN,"Hebei Province",CN-13,13,Tangshan,0,,,,,,,0,2022-08-03T01:16:33+00:00
329362,CN-0077,heliport,"PLA Khunjerab Post Helipad",36.930618,75.553407,13525,AS,China,CN,"Xinjiang Autonomous Region",CN-65,65,Tashkurgan,0,,,,,,,0,2021-01-11T18:38:35+00:00
356013,CN-0365,heliport,"Hospital Helipad",39.028686,117.70708,,AS,China,CN,"Tianjin Municipality",CN-12,12,Tianjin,0,,,,,,,0,2022-08-05T12:21:47+00:00
351314,CN-0295,heliport,"Simuhana Border Heliport",39.72783,73.94963,9298,AS,China,CN,"Xinjiang Autonomous Region",CN-65,65,Ulugqat,0,,,,,,,0,2022-01-07T16:48:16+00:00
44181,CN-0103,closed,"Wendeng Air Base",37.263011,122.025863,,AS,China,CN,"Shandong Province",CN-37,37,Weihai,0,,,,,,,0,2021-10-12T15:11:46+00:00
356395,CN-0381,closed,"Weining Caohai Airport (under construction)",26.86444,104.34025,,AS,China,CN,"Guizhou Province",CN-52,52,"Weining (Bijie)",0,,,,,https://en.wikipedia.org/wiki/Weining_Caohai_Airport,,0,2024-04-15T14:44:23+00:00
44162,CN-0084,closed,"Wuhan Air Base",30.5986,114.241997,80,AS,China,CN,"Hubei Province",CN-42,42,"Wuhan (Jianghan)",0,,,,,,"Wangjiadun Airport,, ZHWT",0,2022-10-17T10:17:58+00:00
337834,CN-0399,closed,"Xiamen Xiang'an Airport (under construction)",24.5556,118.3534,,AS,China,CN,"Fujian Province",CN-35,35,"Xiang'an, Xiamen",0,,,,,https://en.wikipedia.org/wiki/Xiamen_Xiang%27an_International_Airport,"ZSAM, XMN",0,2024-04-15T14:34:42+00:00
356100,CN-0373,heliport,"Daklam Heliport",28.2845,89.4035,14541,AS,China,CN,"Tibet Autonomous Region",CN-54,54,"Xigazê (Kangmar)",0,,,,,,Galanub,0,2022-09-20T16:31:07+00:00
430173,CN-0391,heliport,"Nagadong Heliport",27.75225,89.12997,,AS,China,CN,"Tibet Autonomous Region",CN-54,54,"Xigazê (Yadong)",0,,,,,,,0,2022-09-26T09:16:58+00:00
354651,CN-0343,heliport,"Prison Runway Helipad",38.356549,77.261374,,AS,China,CN,"Xinjiang Autonomous Region",CN-65,65,Yarkant,0,,,,,,,0,2022-05-27T13:47:49+00:00
317986,CN-0042,closed,"Former Dangyang Airport",30.823,111.8121,200,AS,China,CN,"Hubei Province",CN-42,42,"Yichang (Dangyang)",0,,,,,,,0,2022-08-29T14:56:35+00:00
317988,CN-0044,closed,"Yichang Tumenwu Airport",30.671,111.4404,235,AS,China,CN,"Hubei Province",CN-42,42,"Yichang (Wujiagang)",0,,,,,,,0,2022-08-29T14:55:25+00:00
352497,CN-0308,heliport,"Yichun Jiayin Heliport",48.70882,130.56593,302,AS,China,CN,"Heilongjiang Province",CN-23,23,Yichun,0,,,,,,,0,2022-02-08T17:50:24+00:00
352500,CN-0310,heliport,"Yichun Shuanghe Heliport",48.981741,130.009923,310,AS,China,CN,"Heilongjiang Province",CN-23,23,Yichun,0,,,,,,,0,2022-02-08T17:58:51+00:00
511015,CN-0408,heliport,"Military Helipads",43.922187,81.355219,,AS,China,CN,"Xinjiang Autonomous Region",CN-65,65,"Yining City",0,,,,,,,0,2023-08-11T13:51:37+00:00
317990,CN-0047,closed,"Former Yueyang Airport",29.424,113.0416,90,AS,China,CN,"Hunan Province",CN-43,43,"Yueyang (Junshan)",0,,,,,,,0,2022-10-17T10:19:42+00:00
536722,CN-0424,closed,"Yulin Xisha Airport",38.271062,109.730779,3525,AS,China,CN,"Shanxi Province",CN-14,14,Yulin,0,,,,,https://en.wikipedia.org/wiki/Yulin_Xisha_Airport,"UYN, ZLYL",0,2024-07-08T11:38:58+00:00
430509,CN-0397,closed,"Former Yushu Batang Airport",32.82716,97.12018,,AS,China,CN,"Qinghai Province",CN-63,63,"Yushu (Batang)",0,,,,,,,0,2022-10-17T10:31:47+00:00
430027,CN-0388,heliport,"Yuxi Jiangcheng Heliport",24.46872,102.85711,5863,AS,China,CN,"Yunnan Province",CN-53,53,"Yuxi (Jiangchuan)",0,,,,,,,0,2022-09-20T20:45:54+00:00
342071,CN-0131,heliport,"Shuyang Heliport",24.6263,117.0997,1611,AS,China,CN,"Fujian Province",CN-35,35,Zhangzhou,0,,,,,,,0,2021-03-12T00:38:43+00:00
430484,CN-0395,heliport,"Zhanjiang Bachang Heliport",21.23569,109.77838,,AS,China,CN,"Guangdong Province",CN-44,44,"Zhanjiang (Suixi)",0,,,,,,,0,2022-10-13T10:25:40+00:00
356119,CN-0375,heliport,"Demchok East Heliport",32.69531,79.45816,13970,AS,China,CN,"Tibet Autonomous Region",CN-54,54,Zhaxigang,0,,,,,,,0,2022-08-10T15:03:59+00:00
350873,CN-0234,closed,"Jurong Air Base",31.95971,119.17224,,AS,China,CN,"Jiangsu Province",CN-32,32,Zhenjiang,0,,,,,,,0,2021-12-21T12:43:45+00:00
351141,CN-0294,heliport,"Zhongshan International Finance Center Heliport",22.52316,113.38264,764,AS,China,CN,"Guangdong Province",CN-44,44,Zhongshan,0,,,,,,,0,2021-12-30T18:43:00+00:00
524237,CN-0412,seaplane_base,"Zhongshan Ferry Port",22.519296,113.361307,,AS,China,CN,"Guangdong Province",CN-44,44,Zhongshan,0,,ZGN,,,,,0,2024-03-30T09:13:47+00:00
508773,CN-0402,heliport,"Zhuhai Jiuzhou Heliport",22.25068,113.59634,3,AS,China,CN,"Guangdong Province",CN-44,44,Zhuhai,0,,,,,,,0,2023-05-18T13:21:09+00:00
339219,CN-0119,heliport,"Dong'ao Heliport",22.023542,113.717093,,AS,China,CN,"Guangdong Province",CN-44,44,"Zhuhai (Xiangzhou)",0,,,,,,,0,2021-05-14T18:23:25+00:00
339221,CN-0120,heliport,"Guishan Dao Helipad",22.144529,113.824905,,AS,China,CN,"Guangdong Province",CN-44,44,"Zhuhai (Xiangzhou)",0,,,,,,,0,2021-05-14T18:23:31+00:00
