id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,country_name,iso_country,region_name,iso_region,local_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords,score,last_updated
351135,ZGYJ,small_airport,"Yangjiang Heshan Airport",21.961895,112.102408,33,AS,China,CN,"Guangdong Province",CN-44,44,Yangjiang,0,ZGYJ,,,,,,50,2021-12-30T18:26:10+00:00
312491,CN-0023,small_airport,"Beijing Yanqing Airport",40.379146,115.937519,1750,AS,China,CN,"Beijing Municipality",CN-11,11,Yanqing,0,,,,,,Badaling,50,2022-08-01T12:28:42+00:00
348688,CN-0216,small_airport,"Longkou Huangshan Airport",37.55449,120.2724,20,AS,China,CN,"Shandong Province",CN-37,37,Yantai,0,,,,,,,50,2021-12-20T18:00:04+00:00
348689,CN-0217,small_airport,"Penglai Shahekou Airport",37.80473,120.80954,20,AS,China,CN,"Shandong Province",CN-37,37,Yantai,0,,PNJ,,,,,50,2023-07-14T11:43:55+00:00
300456,ZUYB,small_airport,"Yibin Caiba Airport",28.800556,104.545,924,AS,China,CN,"Sichuan Province",CN-51,51,"Yibin (Cuiping)",0,,,,,https://en.wikipedia.org/wiki/Yibin_Caiba_Airport,"YBP, ZUYB",50,2022-08-29T14:15:52+00:00
355963,CN-0362,small_airport,"Yinchuan Yueyahu Airport",38.588095,106.539788,3727,AS,China,CN,"Ningxia Autonomous Region",CN-64,64,Yinchuan,0,,YEH,,,,,50,2023-02-24T12:31:07+00:00
44115,CN-0039,small_airport,"Lijiang Airport",23.5847,102.010003,,AS,China,CN,"Yunnan Province",CN-53,53,Yuanjiang,0,,,,,,,50,2011-10-12T09:50:50+00:00
315169,CN-0037,small_airport,"Yongji Airport",34.8723,110.361,1236,AS,China,CN,"Shanxi Province",CN-14,14,"Yuncheng (Yongji)",0,,,,,,"Yongyi Air Base",50,2022-08-29T14:40:49+00:00
308237,ZGLD,small_airport,"Luoding Sulong Airport",22.711169,111.60134,190,AS,China,CN,"Guangdong Province",CN-44,44,"Yunfu (Luoding)",0,ZGLD,,,,http://www.wiki86.com/view/4147987.htm,,50,2021-05-14T18:22:11+00:00
525771,CN-0419,small_airport,"Zaozhuang Yiyun Airport (under construction)",34.9074,117.408,,AS,China,CN,"Shandong Province",CN-37,37,Zaozhuang,0,,,,,https://en.wikipedia.org/wiki/Zaozhuang_Yiyun_Airport,,50,2024-04-15T15:40:54+00:00
355970,CN-0364,small_airport,"Gaotai Airport",39.41188,99.77868,4403,AS,China,CN,"Gansu Province",CN-62,62,"Zhangye (Gaotai)",0,,,,,,,50,2022-08-03T11:04:56+00:00
349472,CN-0228,small_airport,"Linze Danxia Airport",39.04572,100.16785,5089,AS,China,CN,"Gansu Province",CN-62,62,"Zhangye (Linze)",0,,,,,,,50,2021-12-17T22:05:30+00:00
356102,CN-0374,small_airport,"Zhangpu Air Base",24.0452,117.8497,85,AS,China,CN,"Fujian Province",CN-35,35,"Zhangzhou (Zhangpu)",0,,,,,,,50,2022-09-16T22:55:31+00:00
430483,CN-0394,small_airport,"Zhanjiang Jiushashi Airport",21.25491,109.79244,,AS,China,CN,"Guangdong Province",CN-44,44,"Zhanjiang (Suixi)",0,,,,,,,50,2022-10-13T10:22:54+00:00
525773,CN-0421,small_airport,"Zhaotong Zhaoyang Airport (under construction)",27.2117,103.6993,,AS,China,CN,"Yunnan Province",CN-53,53,Zhaotong,0,,,,,https://en.wikipedia.org/wiki/Zhaotong_Zhaoyang_Airport,,50,2024-04-15T15:56:28+00:00
349715,AZJ,small_airport,"Zhenjiang Dalu Airport",32.23649,119.718683,16,AS,China,CN,"Jiangsu Province",CN-32,32,Zhenjiang,0,,AZJ,,,,,50,2021-12-21T17:00:43+00:00
337836,CN-0102,small_airport,"Zhongshan Sanjiao Airport",22.66392,113.46885,,AS,China,CN,"Guangdong Province",CN-44,44,Zhongshan,0,,,,,,,50,2022-08-28T14:07:25+00:00
351137,CN-0291,small_airport,"Zhuhai Lianzhou General Airport",22.33594,113.18911,1,AS,China,CN,"Guangdong Province",CN-44,44,Zhuhai,0,,,,,,,50,2021-12-30T18:31:32+00:00
337835,CN-0010,small_airport,"Zhuhai Jiuzhou Airport",22.25211,113.59031,,AS,China,CN,"Guangdong Province",CN-44,44,"Zhuhai (Xiangzhou)",0,,,A97,,,ZGUH,50,2021-12-30T18:27:06+00:00
348694,CN-0220,small_airport,"Zibo Air Base",36.80982,117.8922,131,AS,China,CN,"Shandong Province",CN-37,37,Zibo,0,,,,,,,50,2021-10-12T16:10:58+00:00
323879,CN-0051,small_airport,"Zigong Fengming Airport",29.376484,104.625789,1133,AS,China,CN,"Sichuan Province",CN-51,51,"Zigong (Gongjing)",0,,ZKL,,,,"Fengming General Airport",50,2022-08-29T14:16:55+00:00
510458,CN-0405,balloonport,"Balloon Launch Facility",41.779125,111.901073,,AS,China,CN,"Inner Mongolia Autonomous Region",CN-15,15,,0,,,,,,,0,2023-07-26T01:00:11+00:00
354522,CN-0337,heliport,"Military Helipad",34.751857,119.461384,,AS,China,CN,"Jiangsu Province",CN-32,32,,0,,,,,,,0,2022-05-21T21:22:31+00:00
354536,CN-0340,closed,"Dangshan General Airport (under construction)",34.543045,116.298608,,AS,China,CN,"Jiangsu Province",CN-32,32,,0,,,,,,,0,2024-05-05T17:51:00+00:00
44179,CN-0101,seaplane_base,"Qingdao Naval Base",36.04690170288086,120.28399658203125,,AS,China,CN,"Shandong Province",CN-37,37,,0,,,,,,,0,2009-04-18T14:36:52+00:00
510462,CN-0406,balloonport,"Balloon Launch Facility",18.939119,110.473006,,AS,China,CN,"Hainan Province",CN-46,46,,0,,,,,https://en.wikipedia.org/wiki/2023_Chinese_balloon_incident,,0,2023-07-26T01:24:23+00:00
354520,CN-0335,heliport,"Military Helipad",46.885902,85.172099,,AS,China,CN,"Xinjiang Autonomous Region",CN-65,65,,0,,,,,,,0,2022-05-21T20:06:20+00:00
354893,CN-0349,heliport,"Military Helipad",41.763301,87.423469,,AS,China,CN,"Xinjiang Autonomous Region",CN-65,65,,0,,,,,,,0,2022-06-10T18:15:27+00:00
354907,CN-0350,heliport,"Industrial Helipads (3x)",40.467886,90.888053,,AS,China,CN,"Xinjiang Autonomous Region",CN-65,65,,0,,,,,,,0,2022-06-11T01:34:47+00:00
354884,CN-0348,heliport,"Industrial Helipad",40.583306,93.394014,,AS,China,CN,"Gansu Province",CN-62,62,,0,,,,,,,0,2022-06-10T15:10:25+00:00
350979,CN-0271,heliport,"Aksu Doulang Heliport",41.19555,80.25361,3671,AS,China,CN,"Xinjiang Autonomous Region",CN-65,65,Aksu,0,,,,,,阿克苏多浪直升机场,0,2021-12-23T10:55:44+00:00
349469,CN-0225,closed,"Aksu Yituan Airport",40.67737,79.89501,3451,AS,China,CN,"Xinjiang Autonomous Region",CN-65,65,"Aksu (Yingbin)",0,,,,,,,0,2021-11-05T18:04:38+00:00
341903,CN-0128,heliport,"Anji County Heliport",30.601008,119.650912,,AS,China,CN,"Zhejiang Province",CN-33,33,"Anji, Huzhou",0,,,,,,,0,2021-03-09T12:03:16+00:00
342663,CN-0160,closed,"Ankang Wulipu Airport",32.708056,108.931111,850,AS,China,CN,"Shaanxi Province",CN-61,61,"Ankang (Hanbin)",0,,,,,https://en.wikipedia.org/wiki/Ankang_Wulipu_Airport,"AKA, ZLAK, Ankang Airfield",0,2022-08-29T14:39:52+00:00
333848,CN-0086,closed,"Dalachi Airbase",36.628134,105.002346,5699,AS,China,CN,"Gansu Province",CN-62,62,"Baiyin (Pingchuan)",0,,,,,,,0,2022-08-03T11:15:39+00:00
430026,CN-0387,heliport,"Baoshan Changlinggang Heliport",24.99874,99.224,5632,AS,China,CN,"Yunnan Province",CN-53,53,"Baoshan (Longyang)",0,,,,,,,0,2022-09-20T20:36:53+00:00
348163,CN-0196,closed,"Former Bengbu Airport",32.93333,117.36666,,AS,China,CN,"Anhui Province",CN-34,34,Bengbu,0,,,,,,,0,2021-10-01T10:02:16+00:00
350947,CN-0251,heliport,"Binhai Eastern General Heliport",39.05072,117.73315,,AS,China,CN,"Tianjin Municipality",CN-12,12,Binhai,0,,,,,,,0,2021-12-22T17:03:55+00:00
324335,CN-0070,closed,"Changchun East Airport",43.888157,125.405307,660,AS,China,CN,"Jilin Province",CN-22,22,Changchun,0,,,,,,,0,2017-07-04T19:28:06+00:00
318233,CN-0058,closed,"Lanzhou Donggang (Gongxingdun) Airport",39.948964,124.145162,,AS,China,CN,"Liaoning Province",CN-21,21,"Chengguan, Dandong",0,,,,,https://en.wikipedia.org/wiki/Gongxingdun_Airport,,0,2021-01-21T13:52:39+00:00
356392,CN-0379,closed,"Chuxiong Airfield",25.04082,101.56498,,AS,China,CN,"Yunnan Province",CN-53,53,"Chuxiong (Xiong)",0,,,,,,Tsuyung,0,2022-08-29T16:02:48+00:00
348166,CN-0202,closed,"Datong Beijiazao Airport",40.03942,113.39344,,AS,China,CN,"Shanxi Province",CN-14,14,Datong,0,,,,,,Dongwangzhuang,0,2021-10-01T10:19:36+00:00
430028,CN-0389,heliport,"Ruili Jingcheng Heliport",24.06732,97.81748,3806,AS,China,CN,"Yunnan Province",CN-53,53,"Dehong (Ruili)",0,,,,,,,0,2022-09-20T21:04:31+00:00
354513,CN-0334,heliport,"Zhongjiang Military Heliport",30.845684,104.679837,,AS,China,CN,"Sichuan Province",CN-51,51,"Deyang (Zhongjiang)",0,,,,,,,0,2022-08-29T13:57:18+00:00
430482,CN-0393,closed,"Hainan Dongfang General Aviation Heliport",19.136827,108.672649,39,AS,China,CN,"Hainan Province",CN-46,46,Dongfang,0,,,,,,,0,2022-11-10T14:23:10+00:00
333850,CN-0088,closed,"Dabao Airbase",40.5402,124.2295,200,AS,China,CN,"Liaoning Province",CN-21,21,"Fengcheng, Dandong",0,,,,,,,0,2021-01-21T14:25:01+00:00
340838,CN-0124,heliport,"Wangzhuang Rescue Helipad",26.072323,119.318734,,AS,China,CN,"Fujian Province",CN-35,35,Fuzhou,0,,,,,,,0,2021-12-21T16:28:25+00:00
340839,CN-0126,heliport,"Fuzhou Zongyuan Helipad",26.093229,119.276626,,AS,China,CN,"Fujian Province",CN-35,35,Fuzhou,0,,,,,,,0,2021-12-21T16:28:50+00:00
340835,CN-0122,heliport,"Fuzhou Zhuqi Heliport",26.123906,119.113959,200,AS,China,CN,"Fujian Province",CN-35,35,"Fuzhou (Minhou)",1,,,,,,,0,2021-03-17T00:23:16+00:00
44290,CN-0212,closed,"Dalian Yingchenzi/Xinzhaizi Air Base",39.010601,121.389999,,AS,China,CN,"Liaoning Province",CN-21,21,"Ganjingzi, Dalian",0,,,,,,,0,2021-12-20T18:04:06+00:00
339960,CN-0398,closed,"Dalian Jinzhouwan International Airport (under construction)",39.12255,121.59807,,AS,China,CN,"Liaoning Province",CN-21,21,"Ganjingzi, Dalian",0,,,,,https://en.wikipedia.org/wiki/Dalian_Jinzhouwan_International_Airport,DLC,0,2022-10-27T12:10:17+00:00
44239,CN-0161,closed,"Former Ganzhou Huangjin Airport",25.82666,114.91277,,AS,China,CN,"Jiangxi Province",CN-36,36,Ganzhou,0,,,,,,"Kanchow (Kan Hsien), Nanwai, KOW, ZSGZ",0,2021-09-30T16:40:01+00:00
356095,CN-0368,heliport,"Gêrzê Heliport",32.30204,84.02739,14534,AS,China,CN,"Tibet Autonomous Region",CN-54,54,Gêrzê,0,,,,,,,0,2022-08-10T13:46:49+00:00
356093,CN-0366,heliport,"Golmud Heliport",36.38776,94.79804,9390,AS,China,CN,"Qinghai Province",CN-63,63,Golmud,0,,,,,,,0,2022-08-10T13:41:54+00:00
337837,CN-0107,heliport,"Panyu Shawan Heliport",22.91308,113.32042,,AS,China,CN,"Guangdong Province",CN-44,44,"Guangzhou (Panyu)",0,,,,,,,0,2021-05-14T18:22:30+00:00
351128,CN-0285,heliport,"Guilin Rongchang Heliport",25.61666,110.49731,715,AS,China,CN,"Guangxi Autonomous Region",CN-45,45,Guilin,0,,,,,,桂林溶江‎宜升机场,0,2021-12-30T17:08:46+00:00
351129,CN-0286,heliport,"Guilin Gaotian Heliport",24.71781,110.45589,459,AS,China,CN,"Guangxi Autonomous Region",CN-45,45,"Guilin (Yangshuo)",0,,,,,,,0,2022-10-17T09:39:32+00:00
44142,CN-0064,closed,"Haikou Dayingshan (Haikou City) Airport",20.0189,110.347,,AS,China,CN,"Hainan Province",CN-46,46,"Haikou (Meilan)",0,,,,,,,0,2020-12-16T14:35:08+00:00
323882,CN-0065,closed,"Hanzhong Xiguan Airport",33.063599,107.008003,,AS,China,CN,"Shaanxi Province",CN-61,61,"Hanzhong (Hantai)",0,,,,,https://en.wikipedia.org/wiki/Hanzhong_Xiguan_Airport,,0,2022-08-29T14:23:01+00:00
352495,CN-0307,heliport,"Hegang Mingshan Heliport",47.67674,131.05795,233,AS,China,CN,"Heilongjiang Province",CN-23,23,Hegang,0,,,,,,,0,2022-02-08T17:45:48+00:00
352499,CN-0309,heliport,"Hegang Taipinggou Heliport",48.12698,130.64346,338,AS,China,CN,"Heilongjiang Province",CN-23,23,Hegang,0,,,,,,,0,2022-02-08T17:56:44+00:00
352507,CN-0311,heliport,"Hegang Zhongxing Heliport",47.64927,131.96947,184,AS,China,CN,"Heilongjiang Province",CN-23,23,Hegang,0,,,,,,,0,2022-02-08T18:13:25+00:00
350955,CN-0259,heliport,"Wudalianchi Zhanhe Heliport",48.62679,126.61309,902,AS,China,CN,"Heilongjiang Province",CN-23,23,Heihe,0,,,,,,,0,2021-12-22T17:40:23+00:00
352920,CN-0312,heliport,"Heihe Zhangdiyingzi Heliport",50.55466,127.33141,440,AS,China,CN,"Heilongjiang Province",CN-23,23,Heihe,0,,,,,,,0,2022-02-23T11:22:01+00:00
350984,CN-0276,heliport,"Hejing Gonghar Heliport",42.31126,86.30471,3642,AS,China,CN,"Xinjiang Autonomous Region",CN-65,65,Hejing,0,,,,,,,0,2021-12-23T11:17:59+00:00
355816,CN-0356,heliport,"Baigang Shalan Heliport",22.76941,114.62793,98,AS,China,CN,"Guangdong Province",CN-44,44,"Huizhou (Huiyang)",0,,,,,,,0,2022-07-27T09:19:36+00:00
352992,CN-0314,heliport,"Ergun Mengwushiwei Heliport",51.32797,119.9273,1578,AS,China,CN,"Inner Mongolia Autonomous Region",CN-15,15,Hulunbuir,0,,,,,,,0,2022-02-24T18:47:15+00:00
350956,CN-0260,heliport,"Da Hinggan Ling Yiziquan Heliport",51.58833,126.31416,1207,AS,China,CN,"Heilongjiang Province",CN-23,23,Huma,0,,,,,,,0,2021-12-22T21:54:53+00:00
352928,CN-0313,heliport,"Da Hinggan Ling Sankaxiang Heliport",51.14672,126.89714,492,AS,China,CN,"Heilongjiang Province",CN-23,23,Huma,0,,,,,,,0,2022-02-23T16:42:26+00:00
352488,CN-0301,heliport,"Tongjiang Sancun Heliport",47.75486,132.62776,187,AS,China,CN,"Heilongjiang Province",CN-23,23,Jiamusi,0,,,,,,,0,2022-02-08T13:46:12+00:00
352489,CN-0302,heliport,"Tongjiang Sanjiangkou Heliport",47.69104,132.51626,184,AS,China,CN,"Heilongjiang Province",CN-23,23,Jiamusi,0,,,,,,,0,2022-02-08T13:43:52+00:00
352490,CN-0303,heliport,"Tongjiang Xinfacun Heliport",47.68483,132.52615,174,AS,China,CN,"Heilongjiang Province",CN-23,23,Jiamusi,0,,,,,,,0,2022-02-08T13:45:11+00:00
352491,CN-0304,heliport,"Tongjiang Qindeli Heliport",48.10031,133.35684,213,AS,China,CN,"Heilongjiang Province",CN-23,23,Jiamusi,0,,,,,,,0,2022-02-08T13:47:20+00:00
352493,CN-0305,heliport,"Fuyuan Nongjiangxiang Heliport",48.27817,134.29517,184,AS,China,CN,"Heilongjiang Province",CN-23,23,Jiamusi,0,,,,,,,0,2022-02-08T14:39:19+00:00
353165,CN-0315,seaplane_base,"Jinshan City Beach Seaplane Base",30.709688,121.349177,,AS,China,CN,"Shanghai Municipality",CN-31,31,"Jinshan, Shanghai",0,,,,,,,0,2022-03-01T11:38:14+00:00
350953,CN-0257,heliport,"Hulin Dongfanghong Heliport",46.22518,133.11317,299,AS,China,CN,"Heilongjiang Province",CN-23,23,Jixi,0,,,,,,,0,2021-12-22T17:35:32+00:00
352123,CN-0298,closed,"Mishan Yonghong Airport",45.29021,132.84763,230,AS,China,CN,"Heilongjiang Province",CN-23,23,Jixi,0,,,,,,,0,2022-01-28T23:41:44+00:00
356099,CN-0372,heliport,"Aksai Chin Heliport",35.24569,79.54054,15988,AS,China,CN,"Xinjiang Autonomous Region",CN-65,65,Khotan,0,,,,,,,0,2022-08-10T13:54:27+00:00
333849,CN-0087,closed,"Chenggong Airport",24.846346,102.801256,6234,AS,China,CN,"Yunnan Province",CN-53,53,"Kunming (Chenggong)",0,,,,,,,0,2022-09-20T20:30:55+00:00
356313,CN-0376,closed,"Ledong Naval Air Base",18.49391,108.83202,,AS,China,CN,"Hainan Province",CN-46,46,"Ledong (Huangliu)",0,,,,,,,0,2022-11-10T14:31:00+00:00
350945,CN-0249,closed,"New Sichuan Leshan Airport (under construction)",29.438627,103.749218,,AS,China,CN,"Sichuan Province",CN-51,51,"Leshan (Wutongqiao)",0,,,,,,,0,2024-04-25T16:25:20+00:00
356098,CN-0371,heliport,"Lhasa Liuwuxiang Heliport",29.58933,91.02058,11909,AS,China,CN,"Tibet Autonomous Region",CN-54,54,"Lhasa (Doilungdêqên)",0,,,,,,,0,2022-09-20T16:29:44+00:00
430025,CN-0386,heliport,"Lijiang Baisha Heliport",26.96962,100.23945,8323,AS,China,CN,"Yunnan Province",CN-53,53,"Lijiang (Yulong)",0,,,,,,,0,2022-09-20T20:29:57+00:00
430050,CN-0390,closed,"Yongde Airfield",24.20866,99.28416,,AS,China,CN,"Yunnan Province",CN-53,53,"Lincang (Yongde)",0,,,,,,"ZDEE, Dedang",0,2022-09-22T00:25:02+00:00
44153,CN-0075,closed,"Meixian Air Base",24.264999,116.099998,,AS,China,CN,"Guangdong Province",CN-44,44,"Meizhou (Meixian)",0,,,,,,,0,2021-05-14T18:22:17+00:00
352121,CN-0297,heliport,"Mudanjiang Suifenhe Heliport",44.44387,131.13758,1696,AS,China,CN,"Heilongjiang Province",CN-23,23,Mudanjiang,0,,,,,,,0,2022-01-28T23:33:44+00:00
356096,CN-0369,heliport,"Nyima Heliport",31.78739,87.29839,14997,AS,China,CN,"Tibet Autonomous Region",CN-54,54,"Nagqu (Nyima)",0,,,,,,,0,2022-09-20T16:33:18+00:00
356097,CN-0370,heliport,"Seni Heliport",31.414472,91.983751,14730,AS,China,CN,"Tibet Autonomous Region",CN-54,54,"Nagqu (Seni)",0,,,,,,,0,2022-09-20T16:32:27+00:00
44240,CN-0162,closed,"Nanchang Qingyunpu Airport",28.635599,115.93,,AS,China,CN,"Jiangxi Province",CN-36,36,Nanchang,0,,,,,https://en.wikipedia.org/wiki/Nanchang_Qingyunpu_Airport,,0,2024-04-15T16:20:12+00:00
350872,CN-0233,heliport,"Nanjing Ruohang Helicopter Base",32.05749,118.5722,282,AS,China,CN,"Jiangsu Province",CN-32,32,Nanjing,0,,,,,,,0,2021-12-21T12:31:49+00:00
350950,CN-0254,closed,"Nanning Lingli General Airport (under construction)",22.8519,108.7806,233,AS,China,CN,"Guangxi Autonomous Region",CN-45,45,Nanning,0,,,,,,,0,2021-12-22T17:16:03+00:00
354503,CN-0328,heliport,"Xixiangtang Poiice Heliport",22.840149,108.146303,,AS,China,CN,"Guangxi Autonomous Region",CN-45,45,"Nanning (Xixiangtang)",0,,,,,,,0,2022-08-29T16:17:36+00:00
350887,CN-0239,heliport,"Woduhe Heliport",50.53783,125.81467,1076,AS,China,CN,"Heilongjiang Province",CN-23,23,"Nenjiang, Heihe",0,,,,,,,0,2021-12-21T16:40:28+00:00
342201,CN-0156,heliport,"Rimuchang Heliport",33.76843,79.07384,,AS,China,CN,"Tibet Autonomous Region",CN-54,54,"Ngari (Rutog)",0,,,,,,,0,2021-03-18T15:34:06+00:00
429832,CN-0382,heliport,"Beibeng Heliport",29.24251,95.16765,,AS,China,CN,"Tibet Autonomous Region",CN-54,54,"Nyingchi (Mêdog)",0,,,,,,,0,2022-09-20T16:38:09+00:00
354017,CN-0320,heliport,"Shanghai Tangchen Heliport",31.220837,121.576877,,AS,China,CN,"Shanghai Municipality",CN-31,31,Pudong,0,,,,,,,0,2022-04-14T08:53:14+00:00
356393,CN-0380,heliport,"Feihu Aviation Dushan Training Base Heliport",25.81198,107.50807,,AS,China,CN,"Guizhou Province",CN-52,52,"Qiannan (Dushan)",0,,,,,,,0,2022-08-29T16:14:17+00:00
342842,CN-0167,closed,"Former Qiemo Airport",38.14886,85.5325,4085,AS,China,CN,"Xinjiang Autonomous Region",CN-65,65,Qiemo,0,,,,,https://en.wikipedia.org/wiki/Qiemo_Airport_(former),"IQM, ZWCM",0,2021-12-23T11:09:42+00:00
317868,CN-0038,heliport,"BFA International Convention Center Heliport",19.140251,110.5632,,AS,China,CN,"Hainan Province",CN-46,46,"Qionghai (Dongyu Dao)",0,,,,,,,0,2020-12-16T14:48:01+00:00
44128,CN-0035,closed,"Zhanyi Airport",25.592035,103.829188,6109,AS,China,CN,"Yunnan Province",CN-53,53,"Qujing (Zhanyi)",0,,,,,,"Chanyi, Changyi",0,2021-09-30T15:01:49+00:00
356094,CN-0367,heliport,"Rutog Heliport",33.65626,80.45084,14859,AS,China,CN,"Tibet Autonomous Region",CN-54,54,Rutog,0,,,,,,,0,2022-08-10T13:44:43+00:00
504769,CN-0400,heliport,"Bei Dao (North Island) Heliport",16.96058,112.3147,,AS,China,CN,"Hainan Province",CN-46,46,"Sansha (Bei Dao / North Island)",0,,,,,,,0,2022-11-10T14:00:34+00:00
354409,CN-0326,heliport,"Chenhang Dao (Duncan Island) Heliport",16.454206,111.706946,,AS,China,CN,"Hainan Province",CN-46,46,"Sansha (Chenhang Dao / Duncan Island)",0,,,,,https://sv.wikipedia.org/wiki/Duncan_Islands_(%C3%B6),,0,2022-11-10T14:05:03+00:00
354402,CN-0323,heliport,"Chigua Jiao (Johnson South Reef) Helipad",9.716206,114.287054,,AS,China,CN,"Hainan Province",CN-46,46,"Sansha (Chigua Jiao / Johnson South Reef)",0,,,,,https://en.wikipedia.org/wiki/Johnson_South_Reef,,0,2022-11-08T04:16:43+00:00
354404,CN-0324,heliport,"Dongmen Jiao (Hughes Reef) Helipad",9.908255,114.49831,,AS,China,CN,"Hainan Province",CN-46,46,"Sansha (Dongmen Jiao / Hughes Reef)",0,,,,,https://en.wikipedia.org/wiki/Hughes_Reef,,0,2022-11-08T04:15:45+00:00
354395,CN-0319,heliport,"Huayang Jiao (Cuarteron Reef) Helipad",8.864252,112.83202,,AS,China,CN,"Hainan Province",CN-46,46,"Sansha (Huayang Jiao / Cuarteron Reef)",0,,,,,https://en.wikipedia.org/wiki/Cuarteron_Reef,,0,2022-11-08T09:42:11+00:00
342167,CN-0151,heliport,"Jinyin Dao (Money Island) Heliport",16.447476,111.507111,23,AS,China,CN,"Hainan Province",CN-46,46,"Sansha (Jinyin Dao / Money Island)",0,,,,,,,0,2022-11-10T14:07:34+00:00
354408,CN-0325,heliport,"Lingyang Jiao (Antelope Reef) Heliport",16.44635,111.606529,,AS,China,CN,"Hainan Province",CN-46,46,"Sansha (Lingyang Dao / Antelope Reef)",0,,,,,https://sv.wikipedia.org/wiki/Antelope_Reef,,0,2022-11-10T14:06:22+00:00
354400,CN-0322,heliport,"Nanxun Jiao (North Gaven Reef) Helipad",10.205356,114.225583,,AS,China,CN,"Hainan Province",CN-46,46,"Sansha (Nanxun Jiao / North Gaven Reef)",0,,,,,https://en.wikipedia.org/wiki/Gaven_Reefs,,0,2022-11-08T04:13:59+00:00
342166,CN-0150,heliport,"Shanhu Dao (Pattle Island) Heliport",16.535115,111.608675,10,AS,China,CN,"Hainan Province",CN-46,46,"Sansha (Shanhu Dao / Pattle Island)",0,,,,,,,0,2022-11-10T14:07:09+00:00
314643,CN-0028,heliport,"Yongshu Jiao (Fiery Cross Reef) Helipad",9.539168,112.880071,,AS,China,CN,"Hainan Province",CN-46,46,"Sansha (Yongshu Jiao / Fiery Cross Reef)",0,,,,,,,0,2022-11-08T09:41:52+00:00
342165,CN-0148,heliport,"Zhaoshu Dao (Tree Island) Heliport",16.9782,112.2664,,AS,China,CN,"Hainan Province",CN-46,46,"Sansha (Zhaoshu Dao / Tree Island)",0,,,,,,,0,2022-11-10T14:07:58+00:00
354410,CN-0327,heliport,"Zhongjian Dao (Triton Island) Heliport",15.782977,111.198893,,AS,China,CN,"Hainan Province",CN-46,46,"Sansha (Zhongjian Dao / Triton Island)",0,,,,,https://en.wikipedia.org/wiki/Triton_Island,,0,2022-11-10T14:08:40+00:00
314648,CN-0031,heliport,"Zhubi Jiao (Subi Reef) Helipad",10.913002,114.061933,,AS,China,CN,"Hainan Province",CN-46,46,"Sansha (Zhubi Jiao / Subi Reef)",0,,,,,,,0,2020-12-16T14:59:27+00:00
342164,CN-0144,heliport,"Luhuitou Heliport",18.1923,109.4812,569,AS,China,CN,"Hainan Province",CN-46,46,"Sanya (Jiyang)",0,,,,,,,0,2022-11-10T14:13:56+00:00
342163,CN-0142,heliport,"Xidao Heliport",18.23191,109.37722,30,AS,China,CN,"Hainan Province",CN-46,46,"Sanya (Tianya)",0,,,,,,,0,2022-11-10T14:13:37+00:00
351132,CN-0289,heliport,"Sanya Tianya Heliport",18.30163,109.41793,89,AS,China,CN,"Hainan Province",CN-46,46,"Sanya (Tianya)",0,,,,,,,0,2022-11-10T14:18:49+00:00
354015,CN-0318,heliport,"Shanghai Longhua Heliport",31.167789,121.459955,,AS,China,CN,"Shanghai Municipality",CN-31,31,Shanghai,0,,,,,,,0,2022-05-21T21:17:48+00:00
329665,CN-0078,heliport,"Aurora Plaza Helipad",31.234386,121.499617,607,AS,China,CN,"Zhejiang Province",CN-33,33,Shanghai,0,,,,,,,0,2018-11-13T03:41:45+00:00
44249,CN-0171,closed,"Shanghai Longhua Airport",31.166901,121.454002,,AS,China,CN,"Shanghai Municipality",CN-31,31,"Shanghai (Xuhui)",0,,,,,https://en.wikipedia.org/wiki/Shanghai_Longhua_Airport,"ZSSL, ZSSL",0,2021-05-14T18:24:39+00:00
44251,CN-0173,closed,"Shanghai Jiangwan Airfield",31.333,121.5,,AS,China,CN,"Shanghai Municipality",CN-31,31,"Shanghai (Yangpu)",0,,,,,,,0,2021-05-14T18:24:17+00:00
430174,CN-0392,heliport,"Cona Heliport",28.0068,91.96402,,AS,China,CN,"Tibet Autonomous Region",CN-54,54,"Shannan (Cona)",0,,,,,,,0,2022-09-26T10:46:22+00:00
351139,CN-0292,heliport,"Shenzhen Longgang Heliport",22.69202,114.23685,194,AS,China,CN,"Guangdong Province",CN-44,44,Shenzhen,0,,,,,,,0,2021-12-30T18:34:35+00:00
351140,CN-0293,heliport,"Shenzhen Xiyong Heliport",22.61392,114.37731,33,AS,China,CN,"Guangdong Province",CN-44,44,Shenzhen,0,,,,,,,0,2021-12-30T18:38:13+00:00
339167,CN-0115,heliport,"Peking University Shenzhen Hospital Helipad",22.55887,114.045064,,AS,China,CN,"Guangdong Province",CN-44,44,"Shenzhen (Futian)",0,,,,,,,0,2021-05-14T18:21:47+00:00
344628,CN-0174,heliport,"Shum Yip Upper Hills Tower Helipad",22.55955,114.06675,,AS,China,CN,"Guangdong Province",CN-44,44,"Shenzhen (Futian)",0,,,,,,,0,2021-05-14T18:26:41+00:00
344629,CN-0175,heliport,"Second People's Hospital of Shenzhen Heliport",22.56011,114.08093,,AS,China,CN,"Guangdong Province",CN-44,44,"Shenzhen (Futian)",0,,,,,,,0,2021-05-14T18:28:10+00:00
